api;cat;type
<android.nfc.tech.NdefFormatable: byte[] transceive(byte[],boolean)>;NFC;SOURCE
<android.nfc.tech.NfcA: android.nfc.Tag getTag()>;NFC;SOURCE
<android.nfc.tech.NfcA: android.nfc.tech.NfcA get(android.nfc.Tag)>;NFC;SOURCE
<android.nfc.tech.NfcA: byte[] getAtqa()>;NFC;SOURCE
<android.nfc.tech.NfcA: byte[] transceive(byte[])>;NFC;SOURCE
<android.nfc.tech.NfcA: int getMaxTransceiveLength()>;NFC;SOURCE
<android.nfc.tech.NfcA: int getTimeout()>;NFC;SOURCE
<android.nfc.tech.NfcA: short getSak()>;NFC;SOURCE
<android.nfc.tech.NfcB: android.nfc.Tag getTag()>;NFC;SOURCE
<android.nfc.tech.NfcB: android.nfc.tech.NfcB get(android.nfc.Tag)>;NFC;SOURCE
<android.nfc.tech.NfcB: byte[] getApplicationData()>;NFC;SOURCE
<android.nfc.tech.NfcB: byte[] getProtocolInfo()>;NFC;SOURCE
<android.nfc.tech.NfcB: byte[] transceive(byte[])>;NFC;SOURCE
<android.nfc.tech.NfcB: byte[] transceive(byte[],boolean)>;NFC;SOURCE
<android.nfc.tech.NfcB: int getMaxTransceiveLength()>;NFC;SOURCE
<android.nfc.tech.NfcF: android.nfc.Tag getTag()>;NFC;SOURCE
<android.nfc.tech.NfcF: android.nfc.tech.NfcF get(android.nfc.Tag)>;NFC;SOURCE
<android.nfc.tech.NfcF: byte[] getManufacturer()>;NFC;SOURCE
<android.nfc.tech.NfcF: byte[] getSystemCode()>;NFC;SOURCE
<android.nfc.tech.NfcF: byte[] transceive(byte[])>;NFC;SOURCE
<android.nfc.tech.NfcF: byte[] transceive(byte[],boolean)>;NFC;SOURCE
<android.nfc.tech.NfcF: int getMaxTransceiveLength()>;NFC;SOURCE
<android.nfc.tech.NfcF: int getTimeout()>;NFC;SOURCE
<android.nfc.tech.NfcV: android.nfc.Tag getTag()>;NFC;SOURCE
<android.nfc.tech.NfcV: android.nfc.tech.NfcV get(android.nfc.Tag)>;NFC;SOURCE
<android.nfc.tech.NfcV: byte getDsfId()>;NFC;SOURCE
<android.nfc.tech.NfcV: byte getResponseFlags()>;NFC;SOURCE
<android.nfc.tech.NfcV: byte[] transceive(byte[])>;NFC;SOURCE
<android.nfc.tech.NfcV: byte[] transceive(byte[],boolean)>;NFC;SOURCE
<android.nfc.tech.NfcV: int getMaxTransceiveLength()>;NFC;SOURCE
<android.os.ServiceManagerNative: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.os.ServiceManagerProxy: android.os.IBinder getService(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.provider.Browser: android.database.Cursor getAllVisitedUrls(android.content.ContentResolver)>;BROWSER_INFORMATION;SOURCE
<android.provider.Browser: java.lang.String[] getVisitedHistory(android.content.ContentResolver)>;BROWSER_INFORMATION;SOURCE
<android.provider.BrowserContract$SyncState: android.util.Pair getWithUri(android.content.ContentProviderClient,android.accounts.Account)>;BROWSER_INFORMATION;SOURCE
<android.provider.BrowserContract$SyncState: byte[] get(android.content.ContentProviderClient,android.accounts.Account)>;BROWSER_INFORMATION;SOURCE
<android.provider.Contacts$ContactMethods: java.lang.CharSequence getDisplayLabel(android.content.Context,int,int,java.lang.CharSequence)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$Organizations: java.lang.CharSequence getDisplayLabel(android.content.Context,int,java.lang.CharSequence)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$People: android.database.Cursor queryGroups(android.content.ContentResolver,long)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$People: android.net.Uri addToGroup(android.content.ContentResolver,long,java.lang.String)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$People: long tryGetMyContactsGroupId(android.content.ContentResolver)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$Phones: java.lang.CharSequence getDisplayLabel(android.content.Context,int,java.lang.CharSequence)>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$Phones: java.lang.CharSequence getDisplayLabel(android.content.Context,int,java.lang.CharSequence,java.lang.CharSequence[])>;CONTACT_INFORMATION;SOURCE
<android.provider.Contacts$Settings: java.lang.String getSetting(android.content.ContentResolver,java.lang.String,java.lang.String)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$CommonDataKinds$Phone: java.lang.CharSequence getDisplayLabel(android.content.Context,int,java.lang.CharSequence)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$CommonDataKinds$Phone: java.lang.CharSequence getDisplayLabel(android.content.Context,int,java.lang.CharSequence,java.lang.CharSequence[])>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Contacts: android.net.Uri getLookupUri(android.content.ContentResolver,android.net.Uri)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Contacts: android.net.Uri getLookupUri(long,java.lang.String)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Contacts: android.net.Uri lookupContact(android.content.ContentResolver,android.net.Uri)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Contacts: java.io.InputStream openContactPhotoInputStream(android.content.ContentResolver,android.net.Uri,boolean)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Data: android.net.Uri getContactLookupUri(android.content.ContentResolver,android.net.Uri)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$Groups$EntityIteratorImpl: android.content.Entity getEntityAndIncrementCursor(android.database.Cursor)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$ProfileSyncState: android.util.Pair getWithUri(android.content.ContentProviderClient,android.accounts.Account)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$ProfileSyncState: byte[] get(android.content.ContentProviderClient,android.accounts.Account)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$RawContacts$EntityIteratorImpl: android.content.Entity getEntityAndIncrementCursor(android.database.Cursor)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$RawContacts: android.net.Uri getContactLookupUri(android.content.ContentResolver,android.net.Uri)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$SyncState: android.util.Pair getWithUri(android.content.ContentProviderClient,android.accounts.Account)>;CONTACT_INFORMATION;SOURCE
<android.provider.ContactsContract$SyncState: byte[] get(android.content.ContentProviderClient,android.accounts.Account)>;CONTACT_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Albums: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Artists$Albums: android.net.Uri getContentUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Artists: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Genres$Members: android.net.Uri getContentUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Genres: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Genres: android.net.Uri getContentUriForAudioId(java.lang.String,int)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Media: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Media: android.net.Uri getContentUriForPath(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Playlists$Members: android.net.Uri getContentUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Audio$Playlists: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Files: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Files: android.net.Uri getContentUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Files: android.net.Uri getMtpObjectsUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Files: android.net.Uri getMtpObjectsUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Files: android.net.Uri getMtpReferencesUri(java.lang.String,long)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Images$Media: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Images$Thumbnails: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Video$Media: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore$Video$Thumbnails: android.net.Uri getContentUri(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.MediaStore: android.net.Uri getMediaScannerUri()>;FILE_INFORMATION;SOURCE
<android.provider.Settings$NameValueTable: android.net.Uri getUriFor(android.net.Uri,java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.Settings$Secure: android.net.Uri getUriFor(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.Settings$System: android.net.Uri getUriFor(java.lang.String)>;FILE_INFORMATION;SOURCE
<android.provider.SyncStateContract$Helpers: android.util.Pair getWithUri(android.content.ContentProviderClient,android.net.Uri,android.accounts.Account)>;FILE_INFORMATION;SOURCE
<android.provider.Telephony$Mms: android.database.Cursor query(android.content.ContentResolver,java.lang.String[])>;SMS_MMS;SOURCE
<android.provider.Telephony$Mms: android.database.Cursor query(android.content.ContentResolver,java.lang.String[],java.lang.String,java.lang.String)>;SMS_MMS;SOURCE
<android.provider.Telephony$Sms$Intents: android.telephony.SmsMessage[] getMessagesFromIntent(android.content.Intent)>;NETWORK_INFORMATION;SOURCE
<android.provider.Telephony$Sms: android.database.Cursor query(android.content.ContentResolver,java.lang.String[])>;NETWORK_INFORMATION;SOURCE
<android.provider.Telephony$Sms: android.database.Cursor query(android.content.ContentResolver,java.lang.String[],java.lang.String,java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createCubemapFromBitmap(android.renderscript.RenderScript,android.graphics.Bitmap)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createCubemapFromCubeFaces(android.renderscript.RenderScript,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap,android.graphics.Bitmap)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createFromBitmap(android.renderscript.RenderScript,android.graphics.Bitmap)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createFromBitmapResource(android.renderscript.RenderScript,android.content.res.Resources,int)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createFromString(android.renderscript.RenderScript,java.lang.String,int)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createSized(android.renderscript.RenderScript,android.renderscript.Element,int)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createSized(android.renderscript.RenderScript,android.renderscript.Element,int,int)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createTyped(android.renderscript.RenderScript,android.renderscript.Type)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Allocation createTyped(android.renderscript.RenderScript,android.renderscript.Type,int)>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Allocation: android.renderscript.Type getType()>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Mesh$AllocationBuilder: int getCurrentIndexSetIndex()>;LOCATION_INFORMATION;SOURCE
<android.renderscript.Mesh$AllocationBuilder: int getCurrentVertexTypeIndex()>;LOCATION_INFORMATION;SOURCE
<android.security.IKeyChainService$Stub$Proxy: byte[] getCertificate(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.security.IKeyChainService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.security.IKeyChainService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.speech.IRecognitionService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.speech.IRecognitionService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.speech.tts.ITextToSpeechService$Stub$Proxy: int isLanguageAvailable(java.lang.String,java.lang.String,java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.speech.tts.ITextToSpeechService$Stub$Proxy: java.lang.String getInterfaceDescriptor()>;NETWORK_INFORMATION;SOURCE
<android.speech.tts.ITextToSpeechService$Stub$Proxy: java.lang.String[] getFeaturesForLanguage(java.lang.String,java.lang.String,java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.speech.tts.ITextToSpeechService$Stub$Proxy: java.lang.String[] getLanguage()>;NETWORK_INFORMATION;SOURCE
<android.speech.tts.ITextToSpeechService$Stub: android.os.IBinder asBinder()>;NETWORK_INFORMATION;SOURCE
<android.support.v4.net.ConnectivityManagerCompat: android.net.NetworkInfo getNetworkInfoFromBroadcast(android.net.ConnectivityManager,android.content.Intent)>;NETWORK_INFORMATION;SOURCE
<android.telephony.CellLocation: android.telephony.CellLocation getEmpty()>;LOCATION_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: int getCid()>;NETWORK_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: int getLac()>;NETWORK_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: int getNetworkType()>;NETWORK_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: int getPsc()>;NETWORK_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: int getRssi()>;NETWORK_INFORMATION;SOURCE
<android.telephony.NeighboringCellInfo: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<android.telephony.PhoneNumberUtils: byte[] networkPortionToCalledPartyBCD(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.telephony.PhoneNumberUtils: byte[] networkPortionToCalledPartyBCDWithLength(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.telephony.PhoneNumberUtils: byte[] numberToCalledPartyBCD(java.lang.String)>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.PhoneNumberUtils: int getFormatTypeForLocale(java.util.Locale)>;NETWORK_INFORMATION;SOURCE
<android.telephony.PhoneNumberUtils: java.lang.String getNumberFromIntent(android.content.Intent,android.content.Context)>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.PhoneNumberUtils: java.lang.String getStrippedReversed(java.lang.String)>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.PhoneNumberUtils: java.lang.String getUsernameFromUriNumber(java.lang.String)>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.ServiceState: boolean getIsManualSelection()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: boolean getRoaming()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getCdmaDefaultRoamingIndicator()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getCdmaEriIconIndex()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getCdmaEriIconMode()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getCdmaRoamingIndicator()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getCssIndicator()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getNetworkId()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getRadioTechnology()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getState()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: int getSystemId()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: java.lang.String getOperatorAlphaLong()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: java.lang.String getOperatorAlphaShort()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: java.lang.String getOperatorNumeric()>;NETWORK_INFORMATION;SOURCE
<android.telephony.ServiceState: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getAsuLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getCdmaAsuLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getCdmaDbm()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getCdmaEcio()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getCdmaLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getDbm()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getEvdoAsuLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getEvdoDbm()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getEvdoEcio()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getEvdoLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getEvdoSnr()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getGsmAsuLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getGsmBitErrorRate()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getGsmDbm()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getGsmLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getGsmSignalStrength()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getLteAsuLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getLteDbm()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: int getLteLevel()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SignalStrength: java.lang.String toString()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsManager: java.util.ArrayList divideMessage(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsManager: java.util.ArrayList getAllMessagesFromIcc()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: android.telephony.SmsMessage createFromEfRecord(int,byte[])>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[])>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[],java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: byte[] getPdu()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: byte[] getUserData()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getIndexOnIcc()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getIndexOnSim()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getProtocolIdentifier()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getStatus()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getStatusOnIcc()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getStatusOnSim()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: int getTPLayerLengthForPDU(java.lang.String)>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getDisplayMessageBody()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getEmailBody()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getEmailFrom()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getMessageBody()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getOriginatingAddress()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getPseudoSubject()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: java.lang.String getServiceCenterAddress()>;NETWORK_INFORMATION;SOURCE
<android.telephony.SmsMessage: long getTimestampMillis()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: android.telephony.CellLocation getCellLocation()>;LOCATION_INFORMATION;SOURCE
<android.telephony.TelephonyManager: android.telephony.TelephonyManager getDefault()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getCallState()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getCdmaEriIconIndex()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getCdmaEriIconMode()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getCurrentPhoneType()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getDataActivity()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getDataState()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getLteOnCdmaMode()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getNetworkClass(int)>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getNetworkType()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getPhoneType()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getSimState()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: int getVoiceMessageCount()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getCdmaEriText()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getCompleteVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getDeviceId()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getDeviceSoftwareVersion()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getIsimDomain()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getIsimImpi()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getLine1AlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getLine1Number()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getMsisdn()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getNetworkCountryIso()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getNetworkOperator()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getNetworkTypeName()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getNetworkTypeName(int)>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getSimCountryIso()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getSimOperator()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getSimOperatorName()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getVoiceMailAlphaTag()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String getVoiceMailNumber()>;UNIQUE_IDENTIFIER;SOURCE
<android.telephony.TelephonyManager: java.lang.String[] getIsimImpu()>;NETWORK_INFORMATION;SOURCE
<android.telephony.TelephonyManager: java.util.List getNeighboringCellInfo()>;NETWORK_INFORMATION;SOURCE
<android.telephony.cdma.CdmaCellLocation: int getBaseStationId()>;LOCATION_INFORMATION;SOURCE
<android.telephony.cdma.CdmaCellLocation: int getBaseStationLatitude()>;LOCATION_INFORMATION;SOURCE
<android.telephony.cdma.CdmaCellLocation: int getBaseStationLongitude()>;LOCATION_INFORMATION;SOURCE
<android.telephony.cdma.CdmaCellLocation: int getNetworkId()>;LOCATION_INFORMATION;SOURCE
<android.telephony.cdma.CdmaCellLocation: int getSystemId()>;LOCATION_INFORMATION;SOURCE
<android.telephony.gsm.GsmCellLocation: int getCid()>;LOCATION_INFORMATION;SOURCE
<android.telephony.gsm.GsmCellLocation: int getLac()>;LOCATION_INFORMATION;SOURCE
<android.telephony.gsm.GsmCellLocation: int getPsc()>;LOCATION_INFORMATION;SOURCE
<android.test.IsolatedContext$MockAccountManager: android.accounts.Account[] getAccounts()>;ACCOUNT_INFORMATION;SOURCE
<android.test.mock.MockContentResolver: android.content.SyncInfo getCurrentSync()>;SYNCHRONIZATION_DATA;SOURCE
<android.test.mock.MockContentResolver: android.content.SyncStatusInfo getSyncStatus(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.test.mock.MockContentResolver: boolean getSyncAutomatically(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.test.mock.MockContentResolver: int getIsSyncable(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.test.mock.MockContentResolver: java.util.List getPeriodicSyncs(android.accounts.Account,java.lang.String)>;SYNCHRONIZATION_DATA;SOURCE
<android.text.Layout: android.text.TextDirectionHeuristic getTextDirectionHeuristic()>;FILE_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: android.content.ComponentName getComponent()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: android.content.pm.ServiceInfo getServiceInfo()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: android.view.textservice.SpellCheckerSubtype getSubtypeAt(int)>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: int getSubtypeCount()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: java.lang.String getPackageName()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerInfo: java.lang.String getSettingsActivity()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSession: android.view.textservice.SpellCheckerInfo getSpellChecker()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSession: com.android.internal.textservice.ISpellCheckerSessionListener getSpellCheckerSessionListener()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSession: com.android.internal.textservice.ITextServicesSessionListener getTextServicesSessionListener()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSubtype: java.lang.CharSequence getDisplayName(android.content.Context,java.lang.String,android.content.pm.ApplicationInfo)>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSubtype: java.lang.String getExtraValue()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SpellCheckerSubtype: java.lang.String getLocale()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SuggestionsInfo: int getCookie()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SuggestionsInfo: int getSequence()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SuggestionsInfo: int getSuggestionsAttributes()>;NETWORK_INFORMATION;SOURCE
<android.view.textservice.SuggestionsInfo: int getSuggestionsCount()>;NETWORK_INFORMATION;SOURCE
